Timestamp,EventID,Log_Length,Suspicious_Keywords,Is_Admin_Action,Is_Off_Hours,Is_Critical_Event,Event_Frequency
2026-06-20 14:56:47,5379,140,0,0,0,0,1
2026-06-20 14:56:47,5379,200,0,0,0,0,2
2026-06-20 14:56:47,5379,199,0,0,0,0,3
2026-06-20 14:56:47,5379,177,0,0,0,0,4
2026-06-20 14:56:47,5379,184,0,0,0,0,5
2026-06-20 14:56:47,5379,200,0,0,0,0,6
2026-06-20 14:56:47,5379,199,0,0,0,0,7
2026-06-20 15:01:23,4798,186,0,0,0,0,1
2026-06-20 15:01:23,4798,186,0,0,0,0,2
2026-06-20 15:01:24,5379,147,0,0,0,0,8
2026-06-20 15:01:24,5379,163,0,0,0,0,9
2026-06-20 15:01:24,5379,162,0,0,0,0,10
2026-06-20 15:01:24,5379,184,0,0,0,0,11
2026-06-20 15:01:25,5379,147,0,0,0,0,12
2026-06-20 15:01:25,5379,147,0,0,0,0,13
2026-06-20 15:01:25,5379,147,0,0,0,0,14
2026-06-20 15:01:25,5379,147,0,0,0,0,15
2026-06-20 15:02:58,4648,224,0,1,0,0,1
2026-06-20 15:02:58,4624,314,0,1,0,0,1
2026-06-20 15:02:58,4624,314,0,1,0,0,2
2026-06-20 15:02:58,4672,363,0,1,0,1,1
2026-06-20 15:02:58,4672,112,0,0,0,1,2
2026-06-20 15:02:58,4634,84,0,0,0,0,1
2026-06-20 15:02:58,4634,84,0,0,0,0,2
2026-06-20 15:02:58,4624,244,0,1,0,0,3
2026-06-20 15:02:58,4672,359,0,1,0,1,3
2026-06-20 15:02:58,5382,279,0,0,0,0,1
2026-06-20 15:03:09,5379,175,0,0,0,0,16
2026-06-20 15:03:09,4624,244,0,1,0,0,4
2026-06-20 15:03:09,4672,359,0,1,0,1,4
2026-06-20 15:03:10,4624,244,0,1,0,0,5
2026-06-20 15:03:10,4672,359,0,1,0,1,5
2026-06-20 15:05:09,4624,244,0,1,0,0,6
2026-06-20 15:05:09,4672,359,0,1,0,1,6
2026-06-20 15:05:12,5379,147,0,0,0,0,17
2026-06-20 15:05:12,5379,163,0,0,0,0,18
2026-06-20 15:05:12,5379,162,0,0,0,0,19
2026-06-20 15:05:13,5379,147,0,0,0,0,20
2026-06-20 15:05:13,5379,147,0,0,0,0,21
2026-06-20 15:05:13,5379,147,0,0,0,0,22
2026-06-20 15:05:13,5379,147,0,0,0,0,23
2026-06-20 15:11:22,4624,244,0,1,0,0,7
2026-06-20 15:11:22,4672,359,0,1,0,1,7
2026-06-20 15:11:22,5382,278,0,0,0,0,2
2026-06-20 15:42:20,4624,244,0,1,0,0,8
2026-06-20 15:42:20,4672,359,0,1,0,1,8
2026-06-20 15:42:20,4798,157,0,1,0,0,3
2026-06-20 15:42:20,5379,162,0,0,0,0,24
2026-06-20 15:42:20,5379,161,0,0,0,0,25
2026-06-20 15:42:20,5379,139,0,0,0,0,26
2026-06-20 15:42:20,5379,199,0,0,0,0,27
2026-06-20 15:42:20,5379,198,0,0,0,0,28
2026-06-20 15:42:20,5379,176,0,0,0,0,29
2026-06-20 15:42:20,5379,183,0,0,0,0,30
2026-06-20 15:42:20,5379,199,0,0,0,0,31
2026-06-20 15:42:20,5379,198,0,0,0,0,32
2026-06-20 18:12:52,4624,244,0,1,0,0,9
2026-06-20 18:12:52,4672,359,0,1,0,1,9
2026-06-20 18:12:53,5379,183,0,0,0,0,33
2026-06-20 18:12:54,4798,186,0,0,0,0,4
2026-06-20 18:12:54,4648,224,0,1,0,0,2
2026-06-20 18:12:54,4624,314,0,1,0,0,10
2026-06-20 18:12:54,4624,314,0,1,0,0,11
2026-06-20 18:12:54,4672,363,0,1,0,1,10
2026-06-20 18:12:54,4672,112,0,0,0,1,11
2026-06-20 18:12:54,4634,84,0,0,0,0,3
2026-06-20 18:12:54,4634,84,0,0,0,0,4
2026-06-20 18:12:55,4798,186,0,0,0,0,5
2026-06-20 18:13:27,5379,175,0,0,0,0,34
2026-06-20 18:13:29,4624,244,0,1,0,0,12
2026-06-20 18:13:29,4672,359,0,1,0,1,12
2026-06-20 18:14:35,4624,244,0,1,0,0,13
2026-06-20 18:14:35,4672,359,0,1,0,1,13
2026-06-20 18:14:35,5379,162,0,0,0,0,35
2026-06-20 18:14:35,5379,161,0,0,0,0,36
2026-06-20 18:14:35,5379,139,0,0,0,0,37
2026-06-20 18:14:35,5379,146,0,0,0,0,38
2026-06-20 18:14:35,5379,162,0,0,0,0,39
2026-06-20 18:14:35,5379,161,0,0,0,0,40
2026-06-20 18:14:40,5379,146,0,0,0,0,41
2026-06-20 18:14:40,5379,146,0,0,0,0,42
2026-06-20 18:14:40,5379,146,0,0,0,0,43
2026-06-20 18:14:40,5379,146,0,0,0,0,44
2026-06-20 18:29:46,4624,244,0,1,0,0,14
2026-06-20 18:29:46,4672,359,0,1,0,1,14
2026-06-20 18:44:01,4624,244,0,1,0,0,15
2026-06-20 18:44:01,4672,359,0,1,0,1,15
2026-06-20 18:54:48,4624,244,0,1,0,0,16
2026-06-20 18:54:48,4672,359,0,1,0,1,16
2026-06-20 18:54:48,4624,244,0,1,0,0,17
2026-06-20 18:54:48,4672,359,0,1,0,1,17
2026-06-20 18:54:48,5379,163,0,0,0,0,45
2026-06-20 18:54:48,5379,162,0,0,0,0,46
2026-06-20 18:54:48,5379,140,0,0,0,0,47
2026-06-20 18:54:48,5379,200,0,0,0,0,48
2026-06-20 18:54:48,5379,199,0,0,0,0,49
2026-06-20 18:54:48,5379,177,0,0,0,0,50
2026-06-20 18:55:30,4648,221,0,1,0,0,3
2026-06-20 18:55:30,4624,259,0,1,0,0,18
2026-06-20 18:55:30,4648,218,0,1,0,0,4
2026-06-20 18:55:30,4624,262,0,1,0,0,19
2026-06-20 18:55:30,4624,262,0,1,0,0,20
2026-06-20 18:55:30,4672,127,0,0,0,1,18
2026-06-20 18:55:30,4672,100,0,0,0,1,19
2026-06-20 18:55:32,4647,81,0,0,0,0,1
2026-06-20 18:55:32,4624,244,0,1,0,0,21
2026-06-20 18:55:32,4672,359,0,1,0,1,20
2026-06-20 18:55:32,4798,163,1,1,0,0,6
2026-06-20 18:55:32,4798,156,0,1,0,0,7
2026-06-20 18:55:32,4798,164,0,1,0,0,8
2026-06-20 18:55:32,4798,155,0,1,0,0,9
2026-06-20 18:55:32,4798,168,0,1,0,0,10
2026-06-20 18:55:32,4634,54,0,0,0,0,5
2026-06-20 18:55:32,4616,145,0,1,0,0,1
2026-06-20 18:55:33,4634,51,0,0,0,0,6
2026-06-20 18:55:33,4634,51,0,0,0,0,7
2026-06-24 10:14:42,4798,157,0,1,0,0,11
2026-06-24 10:14:42,4648,224,0,1,0,0,5
2026-06-24 10:14:42,4624,314,0,1,0,0,22
2026-06-24 10:14:42,4624,314,0,1,0,0,23
2026-06-24 10:14:42,4672,363,0,1,0,1,21
2026-06-24 10:14:42,4672,112,0,0,0,1,22
2026-06-24 10:14:44,4799,123,1,1,0,0,1
2026-06-24 10:14:44,4624,244,0,1,0,0,24
2026-06-24 10:14:44,4672,359,0,1,0,1,23
2026-06-24 10:14:45,5058,370,0,0,0,0,1
2026-06-24 10:14:45,5061,212,0,0,0,0,1
2026-06-24 10:14:45,5059,249,0,0,0,0,1
2026-06-24 10:14:45,4624,244,0,1,0,0,25
2026-06-24 10:14:45,4672,359,0,1,0,1,24
2026-06-24 10:14:45,5379,184,0,0,0,0,51
2026-06-24 10:14:45,5379,200,0,0,0,0,52
2026-06-24 10:14:45,5379,199,0,0,0,0,53
2026-06-24 10:14:46,5382,278,0,0,0,0,3
2026-06-24 10:14:46,5379,184,0,0,0,0,54
2026-06-24 10:14:46,4624,244,0,1,0,0,26
2026-06-24 10:14:46,4672,359,0,1,0,1,25
2026-06-24 10:14:47,4798,186,0,0,0,0,12
2026-06-24 10:14:47,4798,186,0,0,0,0,13
2026-06-24 10:14:47,4624,244,0,1,0,0,27
2026-06-24 10:14:47,4672,359,0,1,0,1,26
2026-06-24 10:14:48,5379,147,0,0,0,0,55
2026-06-24 10:14:48,5379,163,0,0,0,0,56
2026-06-24 10:14:48,5379,162,0,0,0,0,57
2026-06-24 10:14:48,5379,184,0,0,0,0,58
2026-06-24 10:14:48,5379,200,0,0,0,0,59
2026-06-24 10:14:48,5379,199,0,0,0,0,60
2026-06-24 10:14:48,5379,147,0,0,0,0,61
2026-06-24 10:14:48,5379,184,0,0,0,0,62
2026-06-24 10:14:48,5379,147,0,0,0,0,63
2026-06-24 10:14:48,5379,163,0,0,0,0,64
2026-06-24 10:14:48,5379,162,0,0,0,0,65
2026-06-24 10:14:48,5379,147,0,0,0,0,66
2026-06-24 10:14:48,5379,147,0,0,0,0,67
2026-06-24 10:14:48,5379,163,0,0,0,0,68
2026-06-24 10:14:48,5379,162,0,0,0,0,69
2026-06-24 10:14:49,5379,147,0,0,0,0,70
2026-06-24 10:14:49,5379,147,0,0,0,0,71
2026-06-24 10:14:49,5379,163,0,0,0,0,72
2026-06-24 10:14:49,5379,162,0,0,0,0,73
2026-06-24 10:14:49,5379,147,0,0,0,0,74
2026-06-24 10:14:49,5379,147,0,0,0,0,75
2026-06-24 10:14:49,5379,163,0,0,0,0,76
2026-06-24 10:14:49,5379,162,0,0,0,0,77
2026-06-24 10:14:49,5379,147,0,0,0,0,78
2026-06-24 10:14:49,5379,184,0,0,0,0,79
2026-06-24 10:14:49,5379,200,0,0,0,0,80
2026-06-24 10:14:49,5379,199,0,0,0,0,81
2026-06-24 10:14:49,5379,184,0,0,0,0,82
2026-06-24 10:14:59,5382,278,0,0,0,0,4
2026-06-24 10:15:04,5379,161,0,0,0,0,83
2026-06-24 10:15:08,4624,244,0,1,0,0,28
2026-06-24 10:15:08,4672,359,0,1,0,1,27
2026-06-24 10:15:27,5379,184,0,0,0,0,84
2026-06-24 10:15:27,5379,200,0,0,0,0,85
2026-06-24 10:15:27,5379,199,0,0,0,0,86
2026-06-24 10:15:28,5379,184,0,0,0,0,87
2026-06-24 10:17:28,4798,186,0,0,0,0,14
2026-06-24 10:18:24,4624,244,0,1,0,0,29
2026-06-24 10:18:24,4672,359,0,1,0,1,28
2026-06-24 10:18:35,4616,145,0,1,0,0,2
2026-06-24 10:18:35,4616,145,0,1,0,0,3
2026-06-24 10:18:36,5379,147,0,0,0,0,88
2026-06-24 10:18:36,5379,163,0,0,0,0,89
2026-06-24 10:18:36,5379,162,0,0,0,0,90
2026-06-24 10:18:38,5379,147,0,0,0,0,91
2026-06-24 10:18:38,5379,147,0,0,0,0,92
2026-06-24 10:18:38,5379,147,0,0,0,0,93
2026-06-24 10:18:38,5379,147,0,0,0,0,94
2026-06-24 10:18:39,5379,163,0,0,0,0,95
2026-06-24 10:18:39,5379,162,0,0,0,0,96
2026-06-24 10:18:39,5379,140,0,0,0,0,97
2026-06-24 10:18:39,5379,147,0,0,0,0,98
2026-06-24 10:18:39,5379,163,0,0,0,0,99
2026-06-24 10:18:39,5379,162,0,0,0,0,100
2026-06-24 10:18:39,5379,184,0,0,0,0,101
2026-06-24 10:18:39,5379,200,0,0,0,0,102
2026-06-24 10:18:39,5379,199,0,0,0,0,103
2026-06-24 10:18:39,5379,184,0,0,0,0,104
2026-06-24 10:18:39,5379,200,0,0,0,0,105
2026-06-24 10:18:39,5379,199,0,0,0,0,106
2026-06-24 10:18:40,5379,147,0,0,0,0,107
2026-06-24 10:18:40,5379,184,0,0,0,0,108
2026-06-24 10:18:40,5379,200,0,0,0,0,109
2026-06-24 10:18:40,5379,199,0,0,0,0,110
2026-06-24 10:18:40,5379,147,0,0,0,0,111
2026-06-24 10:18:40,5379,147,0,0,0,0,112
2026-06-24 10:18:40,5379,147,0,0,0,0,113
2026-06-24 10:18:40,5379,184,0,0,0,0,114
2026-06-24 10:18:40,5379,184,0,0,0,0,115
2026-06-24 10:18:40,5379,184,0,0,0,0,116
2026-06-24 10:18:40,5379,184,0,0,0,0,117
2026-06-24 10:18:40,5379,184,0,0,0,0,118
2026-06-24 10:18:41,5379,184,0,0,0,0,119
2026-06-24 10:18:41,5379,184,0,0,0,0,120
2026-06-24 10:18:41,5379,184,0,0,0,0,121
2026-06-24 10:18:41,5379,184,0,0,0,0,122
2026-06-24 10:18:53,4798,190,1,1,0,0,15
2026-06-24 10:18:53,4798,183,0,0,0,0,16
2026-06-24 10:18:53,4798,191,0,0,0,0,17
2026-06-24 10:18:53,4798,182,0,0,0,0,18
2026-06-24 10:18:53,4798,195,0,0,0,0,19
2026-06-24 10:23:24,4624,244,0,1,0,0,30
2026-06-24 10:23:24,4672,359,0,1,0,1,29
2026-06-24 10:23:46,4624,244,0,1,0,0,31
2026-06-24 10:23:46,4672,359,0,1,0,1,30
2026-06-24 10:23:56,4624,244,0,1,0,0,32
2026-06-24 10:23:56,4672,359,0,1,0,1,31
2026-06-24 10:23:56,5379,163,0,0,0,0,123
2026-06-24 10:23:56,5379,162,0,0,0,0,124
2026-06-24 10:23:56,5379,140,0,0,0,0,125
2026-06-24 10:23:56,5379,200,0,0,0,0,126
2026-06-24 10:23:56,5379,199,0,0,0,0,127
2026-06-24 10:23:56,5379,177,0,0,0,0,128
2026-06-24 10:23:56,5379,184,0,0,0,0,129
2026-06-24 10:23:56,5379,200,0,0,0,0,130
2026-06-24 10:23:56,5379,199,0,0,0,0,131
2026-06-24 10:23:57,5379,184,0,0,0,0,132
2026-06-24 10:24:39,4624,244,0,1,0,0,33
2026-06-24 10:24:39,4672,359,0,1,0,1,32
2026-06-24 10:24:39,5382,279,0,0,0,0,5
2026-06-24 10:28:07,4624,244,0,1,0,0,34
2026-06-24 10:28:07,4672,359,0,1,0,1,33
2026-06-24 10:28:07,5379,163,0,0,0,0,133
2026-06-24 10:28:07,5379,162,0,0,0,0,134
2026-06-24 10:28:07,5379,140,0,0,0,0,135
2026-06-24 10:28:07,5379,200,0,0,0,0,136
2026-06-24 10:28:07,5379,199,0,0,0,0,137
2026-06-24 10:28:07,5379,177,0,0,0,0,138
2026-06-24 10:28:07,5379,184,0,0,0,0,139
2026-06-24 10:28:07,5379,200,0,0,0,0,140
2026-06-24 10:28:07,5379,199,0,0,0,0,141
2026-06-24 10:28:08,5379,184,0,0,0,0,142
2026-06-24 10:28:08,5379,184,0,0,0,0,143
2026-06-24 10:28:08,5379,184,0,0,0,0,144
2026-06-24 10:28:08,5379,184,0,0,0,0,145
2026-06-24 10:31:07,4624,244,0,1,0,0,35
2026-06-24 10:31:07,4672,359,0,1,0,1,34
2026-06-24 10:36:55,4624,244,0,1,0,0,36
2026-06-24 10:36:55,4672,359,0,1,0,1,35
2026-06-24 10:36:55,5058,285,0,1,0,0,2
2026-06-24 10:36:55,5061,130,0,0,0,0,2
2026-06-24 10:37:03,4624,244,0,1,0,0,37
2026-06-24 10:37:03,4672,359,0,1,0,1,36
2026-06-24 10:37:03,4624,244,0,1,0,0,38
2026-06-24 10:37:03,4672,359,0,1,0,1,37
2026-06-24 11:06:06,4624,244,0,1,0,0,39
2026-06-24 11:06:06,4672,359,0,1,0,1,38
2026-06-24 11:06:06,4624,244,0,1,0,0,40
2026-06-24 11:06:06,4672,359,0,1,0,1,39
2026-06-24 11:06:06,5379,162,0,0,0,0,146
2026-06-24 11:06:06,5379,161,0,0,0,0,147
2026-06-24 11:06:06,5379,139,0,0,0,0,148
2026-06-24 11:06:06,5379,199,0,0,0,0,149
2026-06-24 11:06:06,5379,198,0,0,0,0,150
2026-06-24 11:06:06,5379,176,0,0,0,0,151
2026-06-24 11:06:06,5379,183,0,0,0,0,152
2026-06-24 11:06:06,5379,199,0,0,0,0,153
2026-06-24 11:06:06,5379,198,0,0,0,0,154
2026-06-24 11:06:07,5379,183,0,0,0,0,155
2026-06-24 11:15:03,4624,244,0,1,0,0,41
2026-06-24 11:15:03,4672,359,0,1,0,1,40
2026-06-24 11:15:03,4624,244,0,1,0,0,42
2026-06-24 11:15:03,4672,359,0,1,0,1,41
2026-06-24 11:15:04,5379,163,0,0,0,0,156
2026-06-24 11:15:04,5379,162,0,0,0,0,157
2026-06-24 11:15:04,5379,140,0,0,0,0,158
2026-06-24 11:15:04,5379,200,0,0,0,0,159
2026-06-24 11:15:04,5379,199,0,0,0,0,160
2026-06-24 11:15:04,5379,177,0,0,0,0,161
2026-06-24 11:16:04,4624,244,0,1,0,0,43
2026-06-24 11:16:04,4672,359,0,1,0,1,42
2026-06-24 11:16:08,4799,124,1,1,0,0,2
2026-06-24 11:16:08,4799,126,0,1,0,0,3
2026-06-24 11:33:05,4624,244,0,1,0,0,44
2026-06-24 11:33:05,4672,359,0,1,0,1,43
2026-06-24 11:33:05,4624,244,0,1,0,0,45
2026-06-24 11:33:05,4672,359,0,1,0,1,44
2026-06-24 11:33:06,5379,162,0,0,0,0,162
2026-06-24 11:33:06,5379,161,0,0,0,0,163
2026-06-24 11:33:06,5379,139,0,0,0,0,164
2026-06-24 11:33:06,5379,199,0,0,0,0,165
2026-06-24 11:33:06,5379,198,0,0,0,0,166
2026-06-24 11:33:06,5379,176,0,0,0,0,167
2026-06-24 11:33:06,5379,183,0,0,0,0,168
2026-06-24 11:33:06,5379,199,0,0,0,0,169
2026-06-24 11:33:06,5379,198,0,0,0,0,170
2026-06-24 11:33:07,5379,183,0,0,0,0,171
2026-06-24 11:33:07,5379,175,0,0,0,0,172
2026-06-24 11:33:08,4624,244,0,1,0,0,46
2026-06-24 11:33:08,4672,359,0,1,0,1,45
2026-06-24 11:37:27,4798,186,0,0,0,0,20
2026-06-24 12:15:03,4624,244,0,1,0,0,47
2026-06-24 12:15:03,4672,359,0,1,0,1,46
2026-06-24 12:15:04,4624,244,0,1,0,0,48
2026-06-24 12:15:04,4672,359,0,1,0,1,47
2026-06-24 12:15:04,5379,163,0,0,0,0,173
2026-06-24 12:15:04,5379,162,0,0,0,0,174
2026-06-24 12:15:04,5379,140,0,0,0,0,175
2026-06-24 12:15:04,5379,200,0,0,0,0,176
2026-06-24 12:15:04,5379,199,0,0,0,0,177
2026-06-24 12:15:04,5379,177,0,0,0,0,178
2026-06-24 12:36:24,4798,186,0,0,0,0,21
2026-06-24 12:37:03,4624,244,0,1,0,0,49
2026-06-24 12:37:03,4672,359,0,1,0,1,48
2026-06-24 12:37:03,4798,157,0,1,0,0,22
2026-06-24 12:37:03,5379,163,0,0,0,0,179
2026-06-24 12:37:03,5379,162,0,0,0,0,180
2026-06-24 12:37:03,5379,140,0,0,0,0,181
2026-06-24 12:37:03,5379,200,0,0,0,0,182
2026-06-24 12:37:03,5379,199,0,0,0,0,183
2026-06-24 12:37:03,5379,177,0,0,0,0,184
2026-06-24 12:37:03,5379,184,0,0,0,0,185
2026-06-24 12:37:03,5379,200,0,0,0,0,186
2026-06-24 12:37:03,5379,199,0,0,0,0,187
2026-06-24 12:37:04,5379,184,0,0,0,0,188
2026-06-24 14:28:38,4624,244,0,1,0,0,50
2026-06-24 14:28:38,4672,359,0,1,0,1,49
2026-06-24 14:28:40,4798,186,0,0,0,0,23
2026-06-24 14:28:40,4648,224,0,1,0,0,6
2026-06-24 14:28:40,4624,314,0,1,0,0,51
2026-06-24 14:28:40,4624,314,0,1,0,0,52
2026-06-24 14:28:40,4672,363,0,1,0,1,50
2026-06-24 14:28:40,4672,112,0,0,0,1,51
2026-06-24 14:28:40,4634,84,0,0,0,0,8
2026-06-24 14:28:40,4634,84,0,0,0,0,9
2026-06-24 14:28:41,5379,184,0,0,0,0,189
2026-06-24 14:28:41,5379,200,0,0,0,0,190
2026-06-24 14:28:41,5379,199,0,0,0,0,191
2026-06-24 14:28:41,5379,184,0,0,0,0,192
2026-06-24 14:28:42,5379,184,0,0,0,0,193
2026-06-24 14:28:42,5379,200,0,0,0,0,194
2026-06-24 14:28:42,5379,199,0,0,0,0,195
2026-06-24 14:28:42,5379,184,0,0,0,0,196
2026-06-24 14:28:43,4798,186,0,0,0,0,24
2026-06-24 14:29:10,5379,175,0,0,0,0,197
2026-06-24 14:29:11,4624,244,0,1,0,0,53
2026-06-24 14:29:11,4672,359,0,1,0,1,52
2026-06-24 14:29:15,5379,184,0,0,0,0,198
2026-06-24 14:29:15,5379,200,0,0,0,0,199
2026-06-24 14:29:15,5379,199,0,0,0,0,200
2026-06-24 14:29:15,5379,184,0,0,0,0,201
2026-06-24 14:29:17,4624,244,0,1,0,0,54
2026-06-24 14:29:17,4672,359,0,1,0,1,53
2026-06-24 14:31:00,5379,184,0,0,0,0,202
2026-06-24 14:31:00,5379,200,0,0,0,0,203
2026-06-24 14:31:00,5379,199,0,0,0,0,204
2026-06-24 14:31:02,5379,184,0,0,0,0,205
2026-06-24 14:31:02,5379,184,0,0,0,0,206
2026-06-24 14:31:02,5379,184,0,0,0,0,207
2026-06-24 14:31:02,5379,184,0,0,0,0,208
2026-06-24 15:10:08,4624,244,0,1,0,0,55
2026-06-24 15:10:08,4672,359,0,1,0,1,54
2026-06-24 15:18:43,4624,244,0,1,0,0,56
2026-06-24 15:18:43,4672,359,0,1,0,1,55
